("", [30])
("exact", [3])
("exactly", [3])
("exalted", [1])
("examines", [1])
("example", [3])
("exampled", [1])
("exampleo", [1])
("exasperate", [2])
("exceed", [2])
("exceeded", [1])
("exceeding", [3])
("exceeds", [3])
("excel", [2])
("excelled", [1])
("excellence", [3])
("excellencies", [1])
("excellent", [38])
("excellently", [4])
("excels", [1])
("except", [6])
("excepted", [2])
("exceptions", [1])
("excess", [1])
("exchange", [10])
("excite", [1])
("excited", [1])
("excitements", [1])
("excites", [1])
("exclaim", [1])
("excludes", [1])
("excrement", [2])
("excursions", [1])
("excuse", [21])
("execrations", [1])
("execute", [9])
("executed", [1])
("executing", [1])
("execution", [7])
("executioner", [3])
("executor", [1])
("exempt", [2])
("exercise", [6])
("exercises", [2])
("exeunt", [221])
("exile", [7])
("exiled", [2])
("exit", [236])
("exits", [1])
("exorciser", [1])
("expect", [12])
("expectance", [1])
("expectation", [3])
("expected", [4])
("expecters", [1])
("expecting", [1])
("expects", [1])
("expediently", [1])
("expedition", [2])
("expeditious", [1])
("expelld", [1])
("expend", [1])
("expense", [5])
("expenses", [1])
("experience", [7])
("experienced", [2])
("experiences", [1])
("expire", [1])
("expired", [3])
("explain", [1])
("exploits", [2])
("expose", [2])
("exposed", [5])
("exposing", [1])
("exposition", [1])
("expostulation", [1])
("exposure", [1])
("expound", [3])
("expounded", [1])
("express", [11])
("expressing", [1])
("expressly", [3])
("expressure", [2])
("expulsion", [1])
("exquisite", [6])
("extant", [1])
("extempore", [2])
("extend", [5])
("extended", [2])
("extent", [2])
("extenuates", [1])
("extermined", [1])
("external", [1])
("extinguit", [1])
("extirpate", [1])
("extort", [4])
("extracted", [1])
("extracting", [1])
("extraordinary", [2])
("extravagancy", [1])
("extreme", [2])
("extremes", [3])
("extremest", [2])
("extremity", [12])
("exult", [2])
("exultation", [1])
("eye", [92])
("eyeball", [1])
("eyeballs", [2])
("eyebrow", [1])
("eyebrows", [2])
("eyed", [2])
("eyeglass", [1])
("eyelids", [4])
("eyeoffending", [1])
("eyes", [149])
("eyesore", [1])
("eyest", [1])
("eyestrings", [1])
("eyne", [3])
("fa", [2])
("fabian", [73])
("fable", [1])
("fabric", [2])
("face", [71])
("faced", [4])
("faces", [11])
("facit", [1])
("fact", [3])
("faction", [4])
("factions", [2])
("factious", [2])
("factor", [1])
("factors", [1])
("fade", [2])
("faded", [2])
("fadge", [1])
("fading", [1])
("fadings", [1])
("fail", [10])
("failing", [3])
("fails", [3])
("fain", [9])
("faint", [6])
("fainted", [1])
("fainter", [1])
("fainting", [2])
("faints", [2])
("fair", [178])
("fairbetrothed", [1])
("fairer", [7])
("fairest", [18])
("fairies", [4])
("fairly", [17])
("fairness", [1])
("fairs", [2])
("fairst", [2])
("fairy", [7])
("faith", [113])
("faithful", [6])
("faithfullst", [1])
("faithfully", [1])
("faithfulness", [2])
("falcon", [4])
("fall", [67])
("fallacy", [1])
("fallen", [4])
("falling", [9])
("falln", [4])
("fallnoff", [1])
("falls", [10])
("false", [73])
("falsehearted", [1])
("falsehood", [9])
("falsehoodfalsehood", [1])
("falsely", [1])
("falseness", [1])
("falser", [1])
("falsing", [1])
("fame", [16])
("famed", [3])
("familiar", [6])
("familiarbut", [1])
("familiarity", [1])
("familiarly", [1])
("famine", [1])
("famish", [2])
("famishd", [1])
("famous", [7])
("fan", [3])
("fancies", [5])
("fancy", [16])
("fancymonger", [1])
("fancys", [2])
("fanes", [1])
("fang", [1])
("fangled", [1])
("fangs", [1])
("fannd", [1])
("fans", [1])
("fantastic", [1])
("fantastical", [5])
("fantasy", [2])
("far", [63])
("fardel", [7])
("fardingales", [1])
("fare", [27])
("fares", [7])
("farewell", [54])
("farewells", [1])
("farm", [1])
("farmers", [2])
("farther", [12])
("farthest", [4])
("fashion", [24])
("fashionable", [1])
("fashions", [3])
("fast", [27])
("fasten", [1])
("fastend", [4])
("faster", [5])
("fastest", [1])
("fastgrowing", [1])
("fasting", [6])
("fastingdays", [1])
("fat", [13])
("fatal", [3])
("fate", [11])
("fated", [1])
("fates", [5])
("father", [236])
("fatherly", [2])
("fathers", [60])
("fathom", [3])
("fathomless", [1])
("fathoms", [3])
("fault", [35])
("faults", [16])
("favour", [31])
("favourable", [2])
("favourd", [1])
("favourer", [1])
("favourers", [1])
("favourfor", [1])
("favours", [8])
("fawn", [1])
("fay", [1])
("fealty", [1])
("fear", [127])
("feard", [4])
("fearful", [12])
("fearfully", [1])
("fearing", [3])
("fears", [13])
("fearst", [2])
("feast", [28])
("feasted", [2])
("feasting", [1])
("feasto", [1])
("feasts", [6])
("feat", [4])
("feated", [1])
("feater", [1])
("feather", [7])
("featherd", [1])
("feathers", [2])
("featly", [2])
("feats", [3])
("feature", [4])
("features", [3])
("fecks", [1])
("fed", [7])
("federary", [1])
("fee", [2])
("feeble", [2])
("feed", [26])
("feeder", [1])
("feeders", [1])
("feedeth", [1])
("feeding", [2])
("feeds", [4])
("feedst", [1])
("feefarm", [1])
("feel", [26])
("feelers", [1])
("feeling", [6])
("feelingly", [2])
("feels", [3])
("feelt", [3])
("fees", [2])
("feesimple", [1])
("feet", [15])
("feign", [4])
("feigned", [2])
("feigning", [3])
("fell", [18])
("fellest", [1])
("fellow", [77])
("fellowly", [1])
("fellowministers", [1])
("fellows", [15])
("fellowschoolmaster", [1])
("fellowst", [1])
("fells", [1])
("felony", [1])
("felt", [9])
("feltst", [1])
("female", [5])
("females", [1])
("femalewhich", [1])
("fen", [2])
("fence", [2])
("fenced", [1])
("fencer", [1])
("fencing", [2])
("fens", [1])
("feodary", [1])
("ferdinand", [49])
("fere", [1])
("fertile", [5])
("fervor", [3])
("feste", [1])
("festival", [2])
("festivals", [1])
("festivity", [1])
("fetch", [49])
("fetches", [2])
("fetter", [1])
("fetterd", [1])
("feud", [1])
("fever", [7])
("feverous", [1])
("few", [11])
("fiction", [1])
("fiddler", [3])
("fidele", [9])
("fideles", [1])
("fides", [1])
("fie", [40])
("field", [30])
("fields", [4])
("fiend", [13])
("fiends", [2])
("fierce", [4])
("fierceness", [1])
("fiery", [4])
("fifteen", [5])
("fifth", [5])
("fifty", [5])
("fight", [39])
("fighter", [2])
("fighting", [5])
("fightinghark", [1])
("fights", [1])
("figure", [9])
("figures", [3])
("filberts", [1])
("file", [1])
("filed", [2])
("fill", [15])
("filld", [7])
("filling", [1])
("fillip", [1])
("fills", [1])
("filth", [2])
("filthy", [2])
("filthymantled", [1])
("fin", [2])
("finchegg", [1])
("find", [114])
("finder", [2])
("findest", [1])
("finding", [3])
("findings", [1])
("finds", [8])
("fine", [23])
("finely", [1])
("finem", [1])
("fineness", [3])
("finer", [3])
("finest", [3])
("finger", [11])
("fingerd", [1])
("fingering", [3])
("fingers", [12])
("finish", [2])
("finishd", [3])
("finished", [1])
("finny", [1])
("fins", [1])
("firago", [1])
("fire", [55])
("firebrand", [2])
("fired", [1])
("firenew", [1])
("firerobed", [1])
("fires", [6])
("firing", [1])
("firm", [11])
("firmament", [1])
("firmly", [3])
("first", [287])
("firstborn", [2])
("firstfor", [1])
("firstfruits", [1])
("firstlings", [1])
("firstperchance", [1])
("firsts", [1])
("fish", [26])
("fishd", [1])
("fished", [1])
("fisherman", [34])
("fishermen", [5])
("fishers", [2])
("fishes", [4])
("fist", [2])
("fisting", [1])
("fit", [42])
("fitchew", [1])
("fitly", [1])
("fitment", [2])
("fitness", [2])
("fits", [17])
("fitted", [2])
("fitter", [1])
("fittest", [2])
("fitting", [2])
("fittst", [1])
("five", [26])
("fivefingertied", [1])
("fivefold", [1])
("fives", [1])
("fixd", [5])
("fixed", [1])
("fixes", [1])
("fixing", [2])
("fixture", [1])
("fixure", [1])
("flags", [1])
("flame", [5])
("flamecoloured", [1])
("flamed", [2])
("flames", [1])
("flaming", [1])
("flap", [1])
("flapdragoned", [1])
("flapeard", [1])
("flapjacks", [1])
("flash", [1])
("flashes", [1])
("flat", [5])
("flatlong", [1])
("flatly", [1])
("flatness", [1])
("flats", [2])
("flatter", [2])
("flatterd", [2])
("flattered", [1])
("flatterer", [3])
("flattering", [4])
("flatters", [2])
("flattery", [5])
("flaunts", [1])
("flaw", [1])
("flax", [1])
("flaxwench", [1])
("flayed", [4])
("flaying", [1])
("flea", [2])
("fled", [13])
("fleeces", [1])
("fleet", [7])
("fleeter", [1])
("flesh", [30])
("fleshed", [1])
("fleshfly", [1])
("flew", [1])
("flexible", [1])
("flexure", [1])
("fliers", [1])
("flies", [12])
("flight", [10])
("flinch", [1])
("fling", [1])
("flint", [5])
("floated", [1])
("floating", [1])
("flock", [7])
("flocks", [1])
("flood", [8])
("floods", [1])
("floor", [2])
("flora", [1])
("florence", [2])
("florentine", [1])
("florentius", [1])
("florizel", [57])
("flote", [1])
("flourish", [5])
("flourishd", [1])
("flourisheth", [1])
("flout", [7])
("flouting", [2])
("flouts", [1])
("flow", [7])
("flowd", [1])
("flower", [9])
("flowerdeluce", [1])
("flowers", [25])
("flowing", [1])
("flown", [2])
("flows", [3])
("flung", [1])
("flux", [2])
("fly", [44])
("flyblowing", [1])
("flying", [4])
("foamd", [1])
("foaming", [1])
("foams", [1])
("foamy", [1])
("foe", [5])
("foes", [8])
("fog", [2])
("foggy", [1])
("foh", [4])
("foil", [3])
("foild", [1])
("foiled", [1])
("foison", [2])
("fold", [3])
("folded", [1])
("folks", [6])
("follies", [1])
("follow", [49])
("followd", [8])
("followed", [4])
("follower", [2])
("followers", [8])
("following", [12])
("follows", [15])
("followst", [1])
("folly", [30])
("follyfalln", [1])
("follythe", [1])
("fond", [7])
("fonder", [1])
("fondly", [2])
("food", [22])
("fool", [160])
("foolbeggd", [1])
("foold", [1])
("fooleries", [1])
("foolery", [7])
("fooling", [7])
("foolish", [32])
("foolishly", [2])
("foolishness", [1])
("fools", [37])
("foot", [36])
("football", [1])
("footboy", [1])
("footfall", [1])
("footing", [5])
("footlicker", [1])
("footman", [4])
("footpath", [1])
("for", [1725])
("foragers", [1])
("forbear", [15])
("forbearance", [2])
("forbid", [15])
("forbiddenly", [1])
("forbids", [1])
("force", [21])
("forced", [6])
("forceful", [1])
("forceless", [1])
("forces", [4])
("forchallengers", [1])
("forcibly", [1])
("forcing", [1])
("fore", [9])
("foreend", [1])
("forefendyour", [1])
("forego", [2])
("forehand", [1])
("forehead", [7])
("foreheads", [1])
("foreign", [1])
("foreknowledge", [1])
("foresaw", [1])
("foresay", [1])
("foresee", [1])
("foresees", [1])
("foreshow", [1])
("foreshowd", [1])
("forespent", [1])
("forest", [39])
("forestall", [3])
("forestborn", [1])
("forester", [4])
("foresters", [2])
("foretell", [1])
("foretells", [1])
("forethinking", [1])
("foretold", [2])
("forever", [2])
("forewarn", [1])
("forfeit", [1])
("forfeiters", [1])
("forfeits", [1])
("forfend", [1])
("forge", [1])
("forged", [1])
("forges", [1])
("forget", [17])
("forgets", [1])
("forgetst", [1])
("forgetting", [1])
("forgive", [9])
("forgiven", [1])
("forgiveness", [3])
("forgot", [25])
("forgotten", [2])
("forgotyour", [1])
("forhere", [1])
("forhis", [1])
("forkd", [1])
("forked", [2])
("forlorn", [2])
("form", [15])
("formal", [4])
("format", [1])
("formd", [2])
("formed", [1])
("former", [9])
("formerly", [1])
("formless", [1])
("forms", [4])
("fors", [3])
("forsake", [2])
("forsooth", [5])
("forswear", [10])
("forsweart", [1])
("forswore", [3])
("forsworn", [9])
("fort", [28])
("forth", [78])
("forthcoming", [1])
("forthright", [1])
("forthrights", [1])
("forthwith", [6])
("fortified", [1])
("fortify", [1])
("fortitude", [1])
("fortunate", [3])
("fortunateunhappy", [1])
("fortune", [68])
("fortunes", [40])
("fortunesparentagegood", [1])
("fortuneteller", [1])
("fortuneto", [1])
("forty", [7])
("forward", [21])
("forwardness", [2])
("foster", [1])
("fosterd", [1])
("fosternurse", [1])
("fosters", [1])
("fought", [9])
("foul", [41])
("fouler", [1])
("foulest", [1])
("foulness", [2])
("found", [58])
("foundation", [1])
("foundations", [2])
("founderd", [1])
("fountain", [5])
("four", [23])
("fourscore", [4])
("fourteen", [5])
("fourth", [5])
("fowl", [3])
("fowls", [3])
("fox", [5])
("fraction", [1])
("fractions", [1])
("fragment", [1])
("fragments", [2])
("frail", [5])
("frailst", [1])
("frailty", [2])
("frame", [9])
("framed", [1])
("framing", [1])
("france", [7])
("franchise", [1])
("francisco", [5])
("franklins", [2])
("frankly", [2])
("frantic", [4])
("fraught", [4])
("fraughtage", [2])
("fraughting", [1])
("fray", [1])
("frayed", [1])
("freckled", [1])
("frederick", [29])
("free", [52])
("freed", [1])
("freedom", [12])
("freely", [13])
("freeness", [1])
("freer", [1])
("frees", [1])
("freestonecolourd", [1])
("freet", [1])
("freeze", [5])
("freezing", [1])
("french", [1])
("frenchman", [10])
("frenzy", [6])
("frenzys", [1])
("frequent", [2])
("fresh", [35])
("freshbrook", [1])
("fresher", [3])
("freshes", [1])
("freshest", [2])
("freshly", [4])
("freshness", [2])
("freshnew", [1])
("fret", [2])
("frets", [2])
("fretted", [1])
("fretting", [1])
("friar", [1])
("friday", [1])
("fridays", [1])
("friend", [72])
("friended", [1])
("friendly", [9])
("friends", [56])
("friendship", [7])
("friendships", [1])
("fright", [8])
("frighted", [4])
("frightening", [1])
("frights", [2])
("fringe", [1])
("fringed", [1])
("fringes", [1])
("frippery", [1])
("frisk", [1])
("frivolous", [1])
("frolic", [1])
("from", [564])
("frommay", [1])
("froms", [2])
("fromt", [1])
("front", [3])
("fronting", [1])
("frost", [2])
("frosts", [1])
("frosty", [1])
("froth", [1])
("froward", [8])
("frown", [20])
("frowning", [3])
("frowns", [3])
("froze", [1])
("frozen", [1])
("fruit", [9])
("fruitful", [3])
("fruitless", [1])
("fruits", [1])
("frush", [1])
("frustrate", [1])
("fry", [4])
("fuel", [1])
("fuerza", [1])
("fulfil", [3])
("fulfilld", [1])
("fulfilled", [2])
("fulfilling", [1])
("full", [84])
("fullacornd", [1])
("fullgorged", [1])
("fullhearted", [1])
("fullwingd", [1])
("fully", [2])
("fulness", [1])
("fulsome", [1])
("fumbles", [1])
("fume", [1])
("fumes", [2])
("fun", [4])
("function", [4])
("functions", [2])
("funeral", [2])
("fur", [1])
("furious", [3])
("furlongs", [2])
("furnace", [1])
("furnaces", [1])
("furnish", [3])
("furnishd", [4])
("furnished", [5])
("furniture", [1])
("furrd", [1])
("furrow", [1])
("further", [37])
("furtherance", [1])
("furtherer", [1])
("furthermore", [1])
("furthest", [1])
("fury", [13])
("furze", [1])
("furzes", [1])
("fustian", [2])
("fusty", [2])
("future", [2])
("g", [1])
("gabble", [2])
("gaberdine", [2])
("gabriels", [1])
("gagged", [2])
("gaging", [1])
("gailia", [1])
("gain", [13])
("gaind", [3])
("gained", [1])
("gains", [3])
("gainsay", [2])
("gainsaying", [1])
("gainst", [16])
("gait", [10])
("gaitist", [1])
("galathe", [1])
("gale", [1])
("gales", [1])
("gall", [6])
("gallant", [16])
("gallantry", [1])
("gallants", [2])
("galld", [1])
("galled", [2])
("galledmightst", [1])
("gallery", [2])
("galleys", [2])
("gallia", [6])
("gallian", [1])
("galliard", [3])
("galliases", [1])
("gallimaufry", [1])
("galling", [1])
("gallop", [2])
("gallops", [1])
("gallows", [5])
("gallowses", [1])
("galls", [1])
("gambold", [1])
("gambols", [1])
("game", [5])
("games", [1])
("gamesome", [2])
("gamester", [3])
("gamut", [5])
("gan", [1])
("ganymede", [9])
("gaol", [4])
("gaoler", [29])
("gaolers", [3])
("gap", [4])
("gape", [2])
("gaping", [1])
("gaps", [1])
("garbage", [1])
("garde", [1])
("garden", [11])
("gardens", [1])
("gargantuas", [1])
("garlands", [1])
("garlic", [1])
("garment", [14])
("garments", [25])
("garners", [1])
("garrisond", [1])
("gartered", [1])
("garters", [1])
("gash", [2])
("gaskins", [1])
("gasp", [2])
("gasping", [1])
("gat", [1])
("gate", [18])
("gates", [13])
("gather", [8])
("gatherd", [1])
("gauntlet", [1])
("gave", [44])
("gavest", [2])
("gavet", [1])
("gawds", [2])
("gay", [1])
("gaze", [6])
("gazed", [2])
("gazer", [1])
("gazes", [2])
("gazing", [6])
("gear", [2])
("geck", [2])
("geld", [2])
("gelded", [1])
("gems", [1])
("general", [28])
("generally", [3])
("generals", [2])
("generation", [5])
("generations", [1])
("generous", [2])
("genius", [4])
("genoa", [1])
("gentility", [1])
("gentle", [72])
("gentlei", [1])
("gentlekind", [1])
("gentleman", [160])
("gentlemanlike", [2])
("gentlemans", [3])
("gentlemen", [54])
("gentleness", [10])
("gentler", [2])
("gentles", [1])
("gentlest", [1])
("gentlewoman", [11])
("gentlewomans", [1])
("gentlewomen", [1])
("gently", [9])
("gentry", [4])
("george", [1])
("german", [1])
("germane", [1])
("gest", [1])
("gesture", [4])
("get", [81])
("gets", [5])
("getting", [2])
("ghastly", [1])
("ghost", [4])
("ghosts", [2])
("giant", [3])
("giantrude", [1])
("giants", [1])
("gibbets", [1])
("gibes", [1])
("giddily", [1])
("giddiness", [1])
("giddy", [7])
("giddypaced", [1])
("gift", [15])
("gifts", [15])
("giglot", [1])
("gild", [2])
("gilded", [4])
("gillian", [1])
("gillyvors", [2])
("gilt", [4])
("gin", [1])
("ginger", [2])
("ginn", [1])
("gins", [3])
("gipsies", [1])
("gird", [1])
("girdle", [1])
("girl", [15])
("girls", [5])
("girth", [1])
("give", [299])
("given", [42])
("givent", [2])
("giver", [1])
("gives", [25])
("givest", [1])
("givet", [4])
("giving", [8])
("glad", [31])
("gladly", [2])
("gladness", [2])
("glads", [1])
("glance", [3])
("glanced", [1])
("glances", [2])
("glanders", [1])
("glass", [20])
("glasses", [3])
("glean", [1])
("gleand", [1])
("glib", [2])
("glide", [1])
("glides", [1])
("glimmer", [1])
("glimpse", [1])
("glistering", [2])
("glisters", [1])
("glittering", [1])
("globe", [3])
("glorious", [12])
("glory", [11])
("glorys", [1])
("gloss", [1])
("glosses", [1])
("glove", [7])
("gloves", [6])
("glow", [1])
("glowing", [1])
("glows", [1])
("glowworm", [1])
("gloze", [1])
("glozed", [1])
("glut", [1])
("gnat", [1])
("gnats", [2])
("gnawd", [1])
("gnawing", [1])
("go", [419])
("goads", [1])
("goal", [2])
("goats", [3])
("goblet", [1])
("goblins", [4])
("gocommends", [1])
("god", [87])
("godamercy", [2])
("goddess", [8])
("goddesses", [3])
("goddesslike", [3])
("godhead", [2])
("godlike", [2])
("godliness", [1])
("godly", [2])
("gods", [139])
("godsthey", [1])
("goerback", [1])
("goersbetween", [1])
("goes", [39])
("goest", [4])
("gogswouns", [1])
("going", [22])
("gold", [65])
("golden", [19])
("goldenly", [1])
("golds", [2])
("goldsmith", [9])
("goldsmiths", [2])
("gondola", [1])
("gone", [99])
("gonzalo", [66])
("gonzalos", [1])
("good", [667])
("gooda", [1])
("goodconceited", [1])
("goodfaced", [1])
("goodfellowship", [1])
("goodlier", [1])
("goodly", [30])
("goodman", [1])
("goodness", [13])
("goods", [8])
("goodthe", [1])
("goodwill", [1])
("goose", [3])
("goosepen", [1])
("gorboduc", [1])
("gordian", [1])
("gore", [1])
("gored", [3])
("gorge", [1])
("gorgeous", [1])
("gorget", [1])
("gory", [1])
("gosling", [1])
("gospels", [1])
("goss", [1])
("gossip", [2])
("gossiping", [1])
("gossips", [2])
("got", [25])
("goths", [1])
("gotst", [1])
("gout", [2])
("gouty", [1])
("govern", [4])
("governd", [1])
("government", [5])
("governor", [9])
("governors", [2])
("governs", [1])
("gower", [16])
("gowerthis", [1])
("gown", [22])
("grace", [70])
("graced", [3])
("graceful", [4])
("graceless", [2])
("graces", [13])
("gracesand", [1])
("gracious", [28])
("graciously", [1])
("graff", [3])
("grafted", [1])
("grain", [5])
("grained", [1])
("gramercies", [2])
("grand", [2])
("grandam", [3])
("grandfather", [2])
("grandjurymen", [1])
("grandmother", [1])
("grandsire", [4])
("grandsires", [1])
("grant", [20])
("granted", [5])
("granto", [1])
("grape", [1])
("grapes", [1])
("grapple", [1])
("grasps", [2])
("grass", [2])
("grassplot", [1])
("grated", [1])
("grateful", [1])
("gratify", [3])
("gratillity", [1])
("gratitude", [1])
("grave", [38])
("gravel", [1])
("gravelled", [1])
("graver", [3])
("graves", [3])
("gravity", [2])
("graybeard", [1])
("graze", [3])
("grazing", [1])
("grease", [2])
("greasy", [3])
("great", [214])
("greater", [17])
("greatest", [3])
("greatly", [1])
("greatness", [25])
("greatsized", [2])
("greatst", [3])
("grecian", [27])
("greciannow", [1])
("grecians", [7])
("greece", [16])
("greed", [2])
("greediness", [1])
("greedy", [1])
("greek", [25])
("greekish", [9])
("greeks", [22])
("green", [21])
("greensickness", [1])
("greensward", [1])
("greenwood", [1])
("greet", [11])
("greeting", [4])
("greetings", [1])
("greets", [3])
("gregory", [2])
("gremio", [91])
("grew", [8])
("grewst", [2])
("grey", [4])
("greybeard", [1])
("greyhound", [1])
("greyhounds", [1])
("grief", [34])
("griefgod", [1])
("griefs", [11])
("grieve", [15])
("grieved", [4])
("grieves", [4])
("grieving", [1])
("grievous", [1])
("grim", [3])
("grime", [1])
("grimly", [1])
("grin", [1])
("grind", [1])
("grinding", [2])
("gripe", [2])
("gripes", [1])
("grisly", [1])
("grissel", [1])
("grize", [1])
("grizzle", [1])
("groan", [3])
("groand", [1])
("groaning", [1])
("groans", [6])
("groom", [6])
("grooms", [1])
("gross", [8])
("grossly", [2])
("grossness", [2])
("ground", [34])
("grounded", [1])
("grounds", [4])
("grove", [1])
("grovelling", [1])
("groves", [3])
("grow", [27])
("groweth", [1])
("growing", [8])
("grown", [14])
("grows", [22])
("growth", [5])
("grudge", [1])
("grumble", [1])
("grumblest", [1])
("grumbling", [1])
("grumblings", [1])
("grumio", [95])
("grumios", [1])
("guard", [18])
("guarded", [5])
("guardian", [1])
("guardianwhy", [1])
("guess", [8])
("guest", [10])
("guests", [6])
("guide", [8])
("guided", [2])
("guiderius", [74])
("guideriusjove", [1])
("guiderius arviragus", [3])
("guides", [1])
("guiding", [2])
("guilders", [2])
("guilt", [5])
("guiltless", [2])
("guilty", [9])
("guise", [1])
("gulf", [1])
("gull", [4])
("gullcatcher", [1])
("gun", [1])
("gunner", [1])
("gust", [2])
("gusts", [1])
("guts", [1])
("gutsgriping", [1])
("gyves", [1])
("ha", [56])
("haberdasher", [3])
("habiliments", [1])
("habit", [10])
("habited", [2])
("habits", [4])
("hac", [1])
("hackd", [1])
("hacked", [1])
("hacket", [2])
("hacks", [2])
("had", [362])
("hadst", [19])
("hag", [2])
("hagbornnot", [1])
("haggard", [3])
("hagseed", [1])
("hail", [15])
("hailed", [1])
("hair", [38])
("hairs", [8])
("hairy", [3])
("halberds", [1])
("hale", [2])
("haled", [1])
("half", [49])
("halfchequed", [1])
("halfhour", [1])
("halfmoon", [1])
("halfpart", [2])
("halfpence", [1])
("halfsuppd", [1])
("halfworkers", [1])
("halfyard", [1])
("haling", [1])
("hall", [7])
("halloo", [1])
("hallooed", [1])
("hallowd", [1])
("hallowed", [1])
("halt", [3])
("halting", [2])
("halves", [1])
("hammerd", [1])
("hams", [1])
("hamstring", [1])
("hand", [166])
("handed", [2])
("handfast", [2])
("handinhand", [1])
("handkercher", [1])
("handkerchief", [5])
("handle", [1])
("handless", [1])
("handlest", [1])
("handling", [1])
("handmaid", [1])
("handmaids", [1])
("hands", [63])
("handsome", [1])
("handsomely", [2])
("handsomeness", [1])
("handwriting", [1])
("hang", [30])
("hangd", [7])
("hanged", [6])
("hanging", [12])
("hangings", [3])
("hangman", [5])
("hangs", [14])
("hap", [7])
("hapless", [1])
("haply", [15])
("happend", [1])
("happened", [1])
("happier", [6])
("happily", [7])
("happiness", [10])
("happy", [35])
("happywhich", [1])
("haps", [1])
("harbinger", [1])
("harbour", [4])
("harbourage", [1])
("harbours", [2])
("hard", [45])
("hardend", [1])
("hardening", [1])
("harder", [3])
("hardfavoured", [1])
("hardhearted", [1])
("hardiment", [2])
("hardiness", [1])
("hardly", [10])
("hardness", [2])
("hardy", [1])
("hare", [2])
("harebell", [1])
("harehearts", [1])
("hares", [2])
("hark", [53])
("harlot", [2])
("harlotbrow", [1])
("harlots", [1])
("harm", [22])
("harmless", [3])
("harmoniously", [1])
("harmony", [8])
("harms", [1])
("harness", [2])
("harnessd", [1])
("harp", [1])
("harpy", [3])
("harsh", [7])
("harshly", [1])
("harshness", [1])
("hart", [4])
("harts", [2])
("harvest", [5])
("has", [110])
("hast", [133])
("haste", [24])
("hastening", [1])
("hastes", [1])
("hastily", [1])
("hasting", [1])
("hasty", [2])
("hastywitted", [1])
("hat", [13])
("hatch", [1])
("hatchd", [3])
("hatched", [1])
("hatches", [4])
("hate", [23])
("hated", [6])
("hateful", [3])
("hates", [5])
("hath", [396])
("hatred", [1])
("hats", [1])
("haunches", [1])
("haunt", [4])
("haunted", [1])
("haunts", [3])
("have", [1410])
("haven", [5])
("haves", [1])
("havet", [3])
("having", [43])
("havior", [2])
("havoc", [1])
("hawk", [1])
("hawking", [2])
("hawks", [1])
("hawthorns", [1])
("hay", [1])
("hazard", [5])
("hazarded", [1])
("hazel", [1])
("hazeltwig", [1])
("he", [1449])
("head", [84])
("headed", [1])
("headless", [2])
("headpiece", [1])
("heads", [13])
("headsis", [1])
("headsman", [1])
("headstall", [1])
("headstrong", [5])
("headthe", [1])
("headyrash", [1])
("heal", [2])
("health", [14])
("healthful", [1])
("healths", [1])
("heap", [2])
("heapd", [1])
("heaping", [1])
("heaps", [1])
("heapst", [1])
("hear", [170])
("heard", [83])
("heardst", [1])
("hearer", [1])
("hearers", [1])
("hearest", [1])
("hearing", [21])
("hearken", [3])
("hearkened", [1])
("hearkening", [1])
("hearkens", [1])
("hears", [1])
("hearse", [1])
("hearst", [1])
("heart", [188])
("heartblood", [1])
("heartheaviness", [1])
("heartily", [6])
("heartiness", [1])
("hearts", [20])
("heartsick", [1])
("heartsorrow", [1])
("heartthat", [1])
("heartwhole", [1])
("hearty", [1])
("heat", [12])
("heath", [2])
("heathen", [2])
("heating", [2])
("heats", [1])
("heaved", [4])
("heaven", [75])
("heavenhowtis", [1])
("heavenly", [13])
("heavens", [67])
("heavier", [4])
("heavily", [1])
("heaviness", [4])
("heaving", [1])
("heavings", [1])
("heavy", [23])
("hector", [171])
("hectorpriam", [1])
("hectors", [21])
("hecuba", [7])
("hedge", [4])
("hedgecorner", [1])
("hedgehogs", [1])
("heed", [7])
("heedful", [2])
("heedfully", [1])
("heedless", [1])
("heel", [7])
("heels", [11])
("hefts", [1])
("heifer", [1])
("heifers", [1])
("heigh", [5])
("heighho", [6])
("height", [6])
("heinous", [1])
("heir", [24])
("heirapparent", [1])
("heirless", [1])
("heirs", [3])
("held", [20])
("helding", [1])
("helen", [46])
("helens", [5])
("helenus", [11])
("helias", [1])
("helicane", [5])
("helicanus", [57])
("hell", [64])
("hellespont", [1])
("hells", [1])
("helm", [5])
("helmet", [2])
("help", [63])
("helped", [2])
("helpful", [1])
("helping", [2])
("helpless", [2])
("helps", [4])
("hem", [4])
("hemmd", [1])
("hen", [3])
("hence", [81])
("henceforth", [7])
("hencegoing", [1])
("henned", [1])
("henry", [1])
("hent", [1])
("her", [1133])
("herald", [3])
("herblets", [1])
("herbs", [1])
("herbwoman", [1])
("hercules", [4])
("herd", [4])
("herdsman", [1])
("herdsmen", [1])
("here", [543])
("herea", [1])
("hereabouts", [1])
("hereafter", [14])
("hereditary", [2])
("herein", [5])
("hereof", [2])
("heres", [63])
("heresy", [2])
("heretic", [1])
("heritage", [1])
("hermione", [60])
("hermiones", [1])
("hermit", [2])
("hero", [2])
("heroical", [2])
("herring", [1])
("herrings", [1])
("hers", [18])
("herself", [25])
("hersto", [1])
("herthat", [1])
("hes", [99])
("hesperides", [1])
("hest", [2])
("hests", [1])
("hey", [17])
("heyday", [4])
("hic", [9])
("hid", [10])
